Id,Country,Sampling date,Penicillin resistance,Macrolide resistance,Type
Pnc_1320,South Africa,2012-03-06,Resistant,Sensitive,B
Pnc_1321,USA,2005-05-03,Sensitive,Resistant,A
Pnc_1322,USA,2019-10-18,Sensitive,Resistant,A
Pnc_1323,South Africa,2013-06-23,Sensitive,Sensitive,B
Pnc_1324,South Africa,2015-03-04,Resistant,Sensitive,B
Pnc_1325,South Africa,2012-01-08,Sensitive,Sensitive,A
Pnc_1326,USA,2008-04-25,Sensitive,Resistant,A
Pnc_1327,USA,2001-02-10,Sensitive,Sensitive,B
Pnc_1328,South Africa,2000-05-20,Sensitive,Sensitive,B
Pnc_1329,South Africa,2013-10-10,Resistant,Sensitive,B
Pnc_1330,USA,2016-03-22,Sensitive,Resistant,B
Pnc_1331,South Africa,2018-10-07,Resistant,Sensitive,B
Pnc_1332,USA,2005-03-13,Sensitive,Sensitive,A
Pnc_1333,USA,2016-09-27,Sensitive,Sensitive,B
Pnc_1334,USA,2001-10-06,Sensitive,Resistant,A
Pnc_1335,USA,2005-04-03,Sensitive,Resistant,B
Pnc_1336,South Africa,2005-04-04,Sensitive,Sensitive,B
Pnc_1337,USA,2018-12-31,Sensitive,Resistant,B
Pnc_1338,USA,2010-07-11,Resistant,Sensitive,B
Pnc_1339,South Africa,2006-08-04,Resistant,Sensitive,B
Pnc_1340,USA,2012-08-30,Sensitive,Resistant,B
Pnc_1341,South Africa,2016-10-02,Sensitive,Sensitive,B
Pnc_1342,South Africa,2014-04-01,Sensitive,Sensitive,A
Pnc_1343,USA,2007-09-07,Sensitive,Sensitive,A
Pnc_1344,South Africa,2012-12-24,Resistant,Sensitive,B
Pnc_1345,South Africa,2008-03-27,Resistant,Sensitive,B
Pnc_1346,South Africa,2006-05-22,Resistant,Sensitive,A
Pnc_1347,South Africa,2004-02-15,Resistant,Sensitive,B
Pnc_1348,South Africa,2005-11-22,Sensitive,Sensitive,B
Pnc_1349,South Africa,2016-03-15,Sensitive,Sensitive,B
Pnc_1350,USA,2009-05-30,Sensitive,Sensitive,B
Pnc_1351,USA,2006-12-07,Sensitive,Resistant,B
Pnc_1352,USA,2017-06-25,Sensitive,Resistant,A
Pnc_1353,USA,2001-03-27,Sensitive,Sensitive,A
Pnc_1354,South Africa,2009-07-31,Resistant,Sensitive,A
Pnc_1355,USA,2012-12-18,Sensitive,Sensitive,B
Pnc_1356,South Africa,2001-05-01,Sensitive,Sensitive,A
Pnc_1357,South Africa,2019-05-18,Resistant,Sensitive,B
Pnc_1358,USA,2017-05-04,Sensitive,Sensitive,B
Pnc_1359,USA,2003-08-31,Sensitive,Resistant,A
Pnc_1360,USA,2016-06-17,Resistant,Resistant,B
Pnc_1361,South Africa,2009-04-29,Resistant,Sensitive,A
Pnc_1362,USA,2001-06-29,Sensitive,Sensitive,B
Pnc_1363,USA,2015-06-10,Sensitive,Sensitive,B
Pnc_1364,South Africa,2000-04-05,Resistant,Sensitive,B
Pnc_1365,South Africa,2020-10-19,Sensitive,Sensitive,B
Pnc_1366,USA,2000-06-01,Sensitive,Resistant,B
Pnc_1367,South Africa,2002-06-10,Resistant,Sensitive,B
Pnc_1368,USA,2003-10-25,Sensitive,Resistant,A
Pnc_1369,South Africa,2009-10-14,Resistant,Sensitive,B
Pnc_1370,South Africa,2002-03-02,Resistant,Sensitive,B
Pnc_1371,USA,2019-06-12,Sensitive,Sensitive,B
Pnc_1372,South Africa,2006-08-06,Resistant,Sensitive,A
Pnc_1373,USA,2014-08-30,Sensitive,Resistant,B
Pnc_1374,South Africa,2006-09-26,Sensitive,Sensitive,B
Pnc_1375,South Africa,2017-11-12,Sensitive,Sensitive,B
Pnc_1376,USA,2020-05-09,Sensitive,Resistant,B
Pnc_1377,USA,2010-10-05,Sensitive,Sensitive,B
Pnc_1378,USA,2020-09-01,Sensitive,Sensitive,B
Pnc_1379,USA,2013-04-01,Resistant,Resistant,B
Pnc_1380,South Africa,2020-04-08,Resistant,Sensitive,B
Pnc_1381,South Africa,2006-01-30,Resistant,Sensitive,B
Pnc_1382,South Africa,2015-04-12,Resistant,Sensitive,B
Pnc_1383,South Africa,2000-06-02,Sensitive,Sensitive,A
Pnc_1384,USA,2017-04-24,Sensitive,Sensitive,B
Pnc_1385,South Africa,2018-10-19,Sensitive,Sensitive,A
Pnc_1386,South Africa,2007-04-21,Sensitive,Sensitive,B
Pnc_1387,USA,2003-11-29,Sensitive,Sensitive,A
Pnc_1388,South Africa,2000-02-14,Resistant,Sensitive,B
Pnc_1389,South Africa,2007-06-23,Resistant,Sensitive,B
Pnc_1390,USA,2020-12-11,Sensitive,Resistant,B
Pnc_1391,South Africa,2019-01-21,Resistant,Sensitive,A
Pnc_1392,South Africa,2003-07-07,Sensitive,Resistant,A
Pnc_1393,South Africa,2006-06-17,Sensitive,Sensitive,B
Pnc_1394,South Africa,2009-11-28,Resistant,Sensitive,A
Pnc_1395,South Africa,2008-11-15,Sensitive,Sensitive,B
Pnc_1396,South Africa,2005-08-03,Sensitive,Resistant,B
Pnc_1397,USA,2007-11-22,Sensitive,Sensitive,A
Pnc_1398,South Africa,2016-09-14,Resistant,Sensitive,A
Pnc_1399,South Africa,2017-05-26,Resistant,Sensitive,A
Pnc_1400,USA,2010-05-11,Sensitive,Sensitive,A
Pnc_1401,USA,2000-03-26,Sensitive,Sensitive,A
Pnc_1402,South Africa,2006-07-01,Resistant,Sensitive,B
Pnc_1403,South Africa,2005-06-20,Sensitive,Sensitive,B
Pnc_1404,USA,2010-07-23,Sensitive,Sensitive,B
Pnc_1405,South Africa,2001-10-12,Resistant,Sensitive,A
Pnc_1406,USA,2014-02-09,Sensitive,Resistant,B
Pnc_1407,USA,2000-09-27,Sensitive,Resistant,B
Pnc_1408,South Africa,2001-11-23,Sensitive,Sensitive,A
Pnc_1409,South Africa,2018-03-19,Sensitive,Sensitive,A
Pnc_1410,USA,2001-12-30,Sensitive,Resistant,A
Pnc_1411,USA,2006-12-24,Sensitive,Sensitive,B
Pnc_1412,South Africa,2007-12-13,Resistant,Sensitive,A
Pnc_1413,South Africa,2010-02-04,Sensitive,Sensitive,B
Pnc_1414,USA,2003-04-25,Sensitive,Resistant,B
Pnc_1415,South Africa,2014-10-08,Sensitive,Sensitive,A
Pnc_1416,USA,2007-06-07,Sensitive,Sensitive,B
Pnc_1417,USA,2016-08-18,Sensitive,Resistant,B
Pnc_1418,South Africa,2007-10-05,Resistant,Sensitive,A
Pnc_1419,South Africa,2018-01-14,Sensitive,Sensitive,B
Pnc_1420,USA,2018-06-14,Sensitive,Resistant,B
Pnc_1421,USA,2009-04-19,Sensitive,Resistant,B
Pnc_1422,USA,2010-08-07,Sensitive,Resistant,B
Pnc_1423,South Africa,2012-04-19,Resistant,Sensitive,B
Pnc_1424,South Africa,2008-01-20,Resistant,Sensitive,A
Pnc_1425,South Africa,2016-04-19,Resistant,Sensitive,B
Pnc_1426,South Africa,2014-12-07,Sensitive,Sensitive,A
Pnc_1427,USA,2019-09-04,Resistant,Resistant,B
Pnc_1428,USA,2016-01-09,Sensitive,Resistant,B
Pnc_1429,USA,2016-02-25,Sensitive,Sensitive,B
Pnc_1430,USA,2012-01-15,Sensitive,Sensitive,B
Pnc_1431,USA,2010-12-24,Resistant,Sensitive,B
Pnc_1432,USA,2018-02-14,Sensitive,Sensitive,B
Pnc_1433,South Africa,2001-08-30,Resistant,Sensitive,A
Pnc_1434,South Africa,2012-02-05,Resistant,Sensitive,B
Pnc_1435,USA,2015-02-10,Sensitive,Resistant,B
Pnc_1436,USA,2015-05-15,Sensitive,Sensitive,B
Pnc_1437,USA,2018-06-12,Sensitive,Resistant,B
Pnc_1438,USA,2019-07-23,Resistant,Sensitive,B
Pnc_1439,USA,2012-01-17,Sensitive,Sensitive,B
Pnc_1440,South Africa,2017-11-04,Resistant,Sensitive,A
Pnc_1441,South Africa,2002-01-22,Resistant,Sensitive,B
Pnc_1442,South Africa,2015-07-29,Sensitive,Sensitive,B
Pnc_1443,South Africa,2003-02-06,Resistant,Resistant,B
Pnc_1444,South Africa,2019-10-12,Sensitive,Resistant,A
Pnc_1445,USA,2015-08-06,Resistant,Resistant,B
Pnc_1446,USA,2014-06-02,Sensitive,Resistant,B
Pnc_1447,South Africa,2000-03-19,Sensitive,Sensitive,B
Pnc_1448,South Africa,2005-11-09,Sensitive,Sensitive,A
Pnc_1449,USA,2006-12-21,Resistant,Sensitive,A
Pnc_1450,USA,2009-12-10,Sensitive,Resistant,A
Pnc_1451,USA,2015-02-22,Sensitive,Resistant,B
Pnc_1452,South Africa,2009-06-01,Sensitive,Sensitive,A
Pnc_1453,South Africa,2007-03-19,Resistant,Sensitive,A
Pnc_1454,USA,2009-11-22,Sensitive,Sensitive,A
Pnc_1455,South Africa,2001-05-18,Resistant,Sensitive,B
Pnc_1456,South Africa,2009-08-22,Resistant,Sensitive,B
Pnc_1457,USA,2019-02-28,Resistant,Resistant,B
Pnc_1458,South Africa,2005-05-10,Sensitive,Resistant,B
Pnc_1459,USA,2018-06-28,Sensitive,Sensitive,A
Pnc_1460,South Africa,2019-08-09,Sensitive,Resistant,B
Pnc_1461,South Africa,2002-12-17,Sensitive,Resistant,A
Pnc_1462,South Africa,2014-11-09,Resistant,Sensitive,A
Pnc_1463,USA,2008-07-19,Sensitive,Sensitive,A
Pnc_1464,USA,2009-07-02,Sensitive,Resistant,B
Pnc_1465,South Africa,2003-08-24,Resistant,Sensitive,B
Pnc_1466,South Africa,2017-10-27,Sensitive,Sensitive,A
Pnc_1467,USA,2002-08-12,Sensitive,Resistant,B
Pnc_1468,USA,2008-11-19,Sensitive,Resistant,A
Pnc_1469,South Africa,2016-09-19,Sensitive,Sensitive,A
Pnc_1470,USA,2013-06-28,Sensitive,Resistant,B
Pnc_1471,USA,2002-10-10,Sensitive,Sensitive,A
Pnc_1472,USA,2009-06-25,Sensitive,Resistant,B
Pnc_1473,USA,2016-10-22,Sensitive,Sensitive,B
Pnc_1474,USA,2015-01-02,Sensitive,Resistant,B
Pnc_1475,USA,2005-01-08,Sensitive,Resistant,A
Pnc_1476,South Africa,2013-08-07,Sensitive,Sensitive,A
Pnc_1477,USA,2000-11-02,Sensitive,Resistant,A
Pnc_1478,USA,2004-12-17,Sensitive,Sensitive,B
Pnc_1479,South Africa,2016-04-18,Resistant,Sensitive,A
Pnc_1480,South Africa,2016-12-08,Sensitive,Sensitive,B
Pnc_1481,South Africa,2019-04-30,Resistant,Sensitive,B
Pnc_1482,South Africa,2013-10-19,Resistant,Sensitive,B
Pnc_1483,South Africa,2017-12-25,Sensitive,Sensitive,B
Pnc_1484,USA,2016-11-23,Sensitive,Resistant,B
Pnc_1485,USA,2013-01-10,Sensitive,Resistant,B
Pnc_1486,USA,2005-12-13,Sensitive,Sensitive,A
Pnc_1487,South Africa,2010-10-12,Resistant,Sensitive,A
Pnc_1488,USA,2018-12-01,Sensitive,Sensitive,B
Pnc_1489,South Africa,2019-11-04,Resistant,Resistant,B
Pnc_1490,USA,2003-04-04,Sensitive,Sensitive,A
Pnc_1491,South Africa,2018-04-30,Resistant,Resistant,A
Pnc_1492,USA,2018-08-14,Sensitive,Sensitive,B
Pnc_1493,USA,2008-06-19,Sensitive,Sensitive,A
Pnc_1494,USA,2000-03-04,Sensitive,Resistant,A
Pnc_1495,USA,2004-11-27,Sensitive,Resistant,A
Pnc_1496,USA,2003-04-11,Sensitive,Resistant,B
Pnc_1497,USA,2002-04-06,Sensitive,Resistant,A
Pnc_1498,USA,2017-04-01,Resistant,Sensitive,B
Pnc_1499,South Africa,2013-02-01,Resistant,Sensitive,B
Pnc_1500,South Africa,2000-10-18,Sensitive,Sensitive,B
Pnc_1501,South Africa,2011-10-21,Sensitive,Sensitive,B
Pnc_1502,South Africa,2000-12-11,Sensitive,Sensitive,B
Pnc_1503,South Africa,2018-02-06,Sensitive,Sensitive,A
Pnc_1504,South Africa,2003-09-30,Resistant,Sensitive,B
Pnc_1505,South Africa,2012-05-28,Sensitive,Sensitive,A
Pnc_1506,South Africa,2009-12-23,Sensitive,Sensitive,B
Pnc_1507,USA,2003-06-05,Sensitive,Resistant,B
Pnc_1508,South Africa,2007-04-26,Resistant,Sensitive,B
Pnc_1509,USA,2008-09-27,Sensitive,Sensitive,A
Pnc_1510,USA,2006-01-23,Sensitive,Sensitive,B
Pnc_1511,USA,2013-07-10,Sensitive,Sensitive,B
Pnc_1512,South Africa,2013-06-05,Sensitive,Sensitive,B
Pnc_1513,South Africa,2019-11-12,Sensitive,Resistant,A
Pnc_1514,USA,2019-12-30,Sensitive,Resistant,B
Pnc_1515,South Africa,2001-07-06,Sensitive,Sensitive,A
Pnc_1516,USA,2020-01-25,Sensitive,Resistant,B
Pnc_1517,USA,2012-11-10,Sensitive,Sensitive,B
Pnc_1518,USA,2011-06-07,Sensitive,Sensitive,B
Pnc_1519,USA,2013-04-11,Sensitive,Resistant,B
Pnc_1520,USA,2001-05-19,Sensitive,Resistant,B
Pnc_1521,USA,2001-08-17,Sensitive,Resistant,A
Pnc_1522,USA,2009-05-25,Sensitive,Sensitive,A
Pnc_1523,South Africa,2011-04-09,Sensitive,Sensitive,B
Pnc_1524,USA,2019-10-29,Sensitive,Resistant,B
Pnc_1525,South Africa,2005-11-16,Resistant,Sensitive,B
Pnc_1526,USA,2002-10-25,Sensitive,Resistant,B
Pnc_1527,South Africa,2003-10-29,Sensitive,Resistant,A
Pnc_1528,USA,2011-06-19,Sensitive,Resistant,B
Pnc_1529,USA,2009-02-03,Resistant,Sensitive,A
Pnc_1530,USA,2007-01-29,Sensitive,Sensitive,B
Pnc_1531,South Africa,2007-09-09,Resistant,Sensitive,B
Pnc_1532,South Africa,2013-06-20,Sensitive,Sensitive,A
Pnc_1533,USA,2010-08-02,Sensitive,Sensitive,B
Pnc_1534,South Africa,2019-02-10,Resistant,Sensitive,B
Pnc_1535,USA,2015-07-07,Sensitive,Resistant,B
Pnc_1536,South Africa,2004-10-28,Resistant,Sensitive,B
Pnc_1537,South Africa,2013-12-30,Sensitive,Sensitive,B
Pnc_1538,South Africa,2020-03-02,Sensitive,Sensitive,B
Pnc_1539,USA,2018-02-12,Sensitive,Sensitive,B
Pnc_1540,South Africa,2015-04-05,Sensitive,Sensitive,A
Pnc_1541,USA,2016-03-13,Sensitive,Sensitive,B
Pnc_1542,South Africa,2018-12-02,Sensitive,Sensitive,B
Pnc_1543,South Africa,2010-07-26,Resistant,Sensitive,A
Pnc_1544,USA,2005-08-25,Sensitive,Resistant,B
Pnc_1545,South Africa,2009-08-21,Resistant,Sensitive,A
Pnc_1546,South Africa,2000-06-04,Resistant,Sensitive,A
Pnc_1547,USA,2008-09-07,Sensitive,Sensitive,B
Pnc_1548,USA,2010-12-25,Sensitive,Sensitive,B
Pnc_1549,USA,2011-04-02,Sensitive,Sensitive,B
Pnc_1550,USA,2012-05-13,Sensitive,Sensitive,B
Pnc_1551,USA,2000-11-27,Sensitive,Resistant,B
Pnc_1552,South Africa,2005-02-02,Sensitive,Sensitive,B
Pnc_1553,USA,2018-06-23,Sensitive,Sensitive,B
Pnc_1554,South Africa,2005-02-21,Resistant,Sensitive,A
Pnc_1555,South Africa,2011-07-30,Sensitive,Sensitive,B
Pnc_1556,South Africa,2014-11-20,Sensitive,Sensitive,B
Pnc_1557,USA,2002-06-02,Sensitive,Sensitive,A
Pnc_1558,USA,2008-10-18,Sensitive,Resistant,B
Pnc_1559,South Africa,2007-12-31,Sensitive,Sensitive,A
Pnc_1560,South Africa,2014-05-23,Resistant,Sensitive,A
Pnc_1561,South Africa,2012-03-30,Sensitive,Sensitive,A
Pnc_1562,South Africa,2018-04-03,Resistant,Sensitive,B
Pnc_1563,South Africa,2004-09-14,Sensitive,Sensitive,B
Pnc_1564,USA,2001-10-22,Sensitive,Sensitive,B
Pnc_1565,South Africa,2014-10-25,Sensitive,Sensitive,A
Pnc_1566,USA,2000-03-01,Resistant,Sensitive,B
Pnc_1567,USA,2014-04-12,Sensitive,Sensitive,B
Pnc_1568,USA,2000-12-30,Sensitive,Resistant,B
Pnc_1569,USA,2014-10-22,Sensitive,Sensitive,B
Pnc_1570,South Africa,2007-01-10,Resistant,Sensitive,B
Pnc_1571,USA,2008-02-05,Sensitive,Resistant,B
Pnc_1572,USA,2018-07-05,Sensitive,Resistant,B
Pnc_1573,USA,2014-06-10,Sensitive,Resistant,B
Pnc_1574,USA,2012-04-18,Resistant,Sensitive,B
Pnc_1575,South Africa,2013-05-05,Resistant,Resistant,A
Pnc_1576,USA,2013-01-07,Sensitive,Resistant,B
Pnc_1577,South Africa,2010-05-12,Sensitive,Resistant,B
Pnc_1578,USA,2009-02-28,Sensitive,Resistant,A
Pnc_1579,USA,2003-05-29,Sensitive,Resistant,B
Pnc_1580,South Africa,2003-06-12,Resistant,Sensitive,A
Pnc_1581,USA,2007-03-21,Sensitive,Sensitive,A
Pnc_1582,USA,2016-08-17,Sensitive,Sensitive,B
Pnc_1583,South Africa,2001-07-14,Sensitive,Resistant,A
Pnc_1584,USA,2014-09-10,Resistant,Resistant,B
Pnc_1585,South Africa,2008-10-29,Sensitive,Sensitive,B
Pnc_1586,South Africa,2001-02-07,Sensitive,Sensitive,A
Pnc_1587,South Africa,2014-01-28,Sensitive,Sensitive,A
Pnc_1588,South Africa,2020-09-15,Resistant,Sensitive,B
Pnc_1589,USA,2015-09-24,Sensitive,Resistant,A
Pnc_1590,USA,2016-02-28,Sensitive,Sensitive,B
Pnc_1591,South Africa,2006-01-17,Resistant,Sensitive,A
Pnc_1592,South Africa,2019-11-01,Sensitive,Sensitive,A
Pnc_1593,South Africa,2016-01-06,Resistant,Sensitive,A
Pnc_1594,USA,2007-10-10,Resistant,Sensitive,B
Pnc_1595,South Africa,2002-05-29,Sensitive,Sensitive,B
Pnc_1596,USA,2006-07-14,Sensitive,Sensitive,B
Pnc_1597,USA,2004-08-02,Sensitive,Resistant,A
Pnc_1598,USA,2005-09-05,Sensitive,Sensitive,A
Pnc_1599,South Africa,2005-10-12,Sensitive,Sensitive,A
Pnc_1600,USA,2000-11-05,Sensitive,Resistant,A
Pnc_1601,USA,2007-11-12,Sensitive,Resistant,A
Pnc_1602,South Africa,2004-01-14,Sensitive,Sensitive,B
Pnc_1603,South Africa,2003-05-04,Resistant,Sensitive,B
Pnc_1604,USA,2020-10-26,Resistant,Resistant,B
Pnc_1605,USA,2014-07-13,Sensitive,Sensitive,B
Pnc_1606,South Africa,2009-06-06,Sensitive,Sensitive,A
Pnc_1607,USA,2006-10-09,Resistant,Resistant,A
Pnc_1608,South Africa,2003-07-25,Sensitive,Sensitive,B
Pnc_1609,USA,2018-03-16,Sensitive,Sensitive,B
Pnc_1610,South Africa,2019-09-05,Sensitive,Sensitive,A
Pnc_1611,South Africa,2017-02-27,Resistant,Sensitive,B
Pnc_1612,South Africa,2010-03-04,Sensitive,Sensitive,B
Pnc_1613,South Africa,2005-06-13,Sensitive,Sensitive,A
Pnc_1614,USA,2013-11-22,Sensitive,Sensitive,B
Pnc_1615,South Africa,2008-09-30,Sensitive,Sensitive,B
Pnc_1616,South Africa,2014-01-09,Resistant,Sensitive,B
Pnc_1617,USA,2019-06-19,Sensitive,Resistant,B
Pnc_1618,South Africa,2001-05-06,Sensitive,Sensitive,A
Pnc_1619,USA,2012-06-10,Sensitive,Sensitive,B
Pnc_1620,South Africa,2014-03-30,Resistant,Sensitive,B
Pnc_1621,South Africa,2015-06-07,Resistant,Sensitive,B
Pnc_1622,South Africa,2011-07-29,Sensitive,Sensitive,A
Pnc_1623,USA,2017-03-15,Sensitive,Sensitive,B
Pnc_1624,USA,2020-02-12,Sensitive,Sensitive,A
Pnc_1625,USA,2002-07-04,Resistant,Sensitive,B
Pnc_1626,South Africa,2012-07-24,Sensitive,Resistant,A
Pnc_1627,South Africa,2012-05-24,Resistant,Sensitive,B
Pnc_1628,South Africa,2015-11-17,Sensitive,Sensitive,B
Pnc_1629,South Africa,2005-01-30,Sensitive,Sensitive,B
Pnc_1630,USA,2018-06-09,Sensitive,Sensitive,B
Pnc_1631,USA,2014-03-06,Sensitive,Resistant,B
Pnc_1632,USA,2019-09-16,Sensitive,Sensitive,B
Pnc_1633,South Africa,2012-10-27,Resistant,Sensitive,B
Pnc_1634,South Africa,2007-12-25,Resistant,Sensitive,A
Pnc_1635,USA,2012-10-26,Sensitive,Resistant,A
Pnc_1636,South Africa,2004-07-03,Sensitive,Sensitive,A
Pnc_1637,USA,2004-11-24,Resistant,Resistant,A
Pnc_1638,South Africa,2012-02-09,Resistant,Sensitive,A
Pnc_1639,USA,2009-08-28,Resistant,Resistant,B
Pnc_1640,USA,2006-05-21,Sensitive,Resistant,A
Pnc_1641,USA,2014-07-27,Sensitive,Sensitive,A
Pnc_1642,South Africa,2010-08-25,Sensitive,Sensitive,B
Pnc_1643,USA,2009-12-03,Resistant,Sensitive,B
Pnc_1644,USA,2000-11-09,Sensitive,Resistant,A
Pnc_1645,USA,2019-07-29,Sensitive,Resistant,B
Pnc_1646,USA,2005-10-24,Sensitive,Resistant,B
Pnc_1647,USA,2004-05-03,Sensitive,Resistant,B
Pnc_1648,South Africa,2011-03-29,Resistant,Sensitive,A
Pnc_1649,USA,2018-01-03,Sensitive,Resistant,B
Pnc_1650,USA,2001-10-16,Sensitive,Resistant,A
Pnc_1651,South Africa,2015-08-07,Sensitive,Sensitive,A
Pnc_1652,South Africa,2006-09-17,Sensitive,Sensitive,B
Pnc_1653,South Africa,2004-05-21,Resistant,Sensitive,B
Pnc_1654,USA,2018-02-08,Sensitive,Resistant,B
Pnc_1655,USA,2008-12-29,Resistant,Resistant,A
Pnc_1656,South Africa,2012-02-20,Resistant,Sensitive,A
Pnc_1657,South Africa,2016-12-10,Resistant,Resistant,A
Pnc_1658,South Africa,2019-09-02,Resistant,Sensitive,A
Pnc_1659,South Africa,2015-10-07,Sensitive,Sensitive,B
Pnc_1660,South Africa,2017-06-19,Sensitive,Sensitive,A
Pnc_1661,USA,2007-05-31,Sensitive,Sensitive,A
Pnc_1662,South Africa,2008-04-03,Sensitive,Sensitive,B
Pnc_1663,South Africa,2002-01-06,Sensitive,Resistant,A
Pnc_1664,South Africa,2013-11-29,Resistant,Sensitive,B
Pnc_1665,USA,2013-06-08,Sensitive,Sensitive,B
Pnc_1666,South Africa,2003-12-29,Sensitive,Sensitive,A
Pnc_1667,South Africa,2007-01-22,Resistant,Sensitive,A
Pnc_1668,South Africa,2017-06-06,Resistant,Resistant,B
Pnc_1669,USA,2004-02-25,Sensitive,Resistant,A
Pnc_1670,South Africa,2008-11-29,Sensitive,Sensitive,A
Pnc_1671,South Africa,2013-06-09,Resistant,Sensitive,A
Pnc_1672,South Africa,2020-11-04,Sensitive,Sensitive,A
Pnc_1673,USA,2020-08-05,Resistant,Resistant,B
Pnc_1674,South Africa,2005-01-24,Resistant,Sensitive,A
Pnc_1675,South Africa,2014-01-19,Sensitive,Sensitive,B
Pnc_1676,USA,2000-08-15,Sensitive,Sensitive,A
Pnc_1677,South Africa,2001-07-25,Sensitive,Sensitive,B
Pnc_1678,USA,2013-05-29,Sensitive,Sensitive,B
Pnc_1679,USA,2012-11-01,Sensitive,Resistant,B
Pnc_1680,South Africa,2000-08-14,Resistant,Sensitive,B
Pnc_1681,South Africa,2016-06-15,Resistant,Sensitive,B
Pnc_1682,USA,2012-11-19,Sensitive,Sensitive,B
Pnc_1683,South Africa,2005-10-18,Resistant,Sensitive,A
Pnc_1684,USA,2001-05-08,Sensitive,Sensitive,B
Pnc_1685,USA,2005-11-13,Sensitive,Sensitive,A
Pnc_1686,USA,2004-02-13,Sensitive,Resistant,A
Pnc_1687,USA,2003-12-10,Sensitive,Resistant,B
Pnc_1688,USA,2001-01-04,Sensitive,Sensitive,B
Pnc_1689,South Africa,2006-01-28,Resistant,Sensitive,B
Pnc_1690,South Africa,2006-06-08,Sensitive,Sensitive,B
Pnc_1691,USA,2006-02-18,Sensitive,Resistant,B
Pnc_1692,South Africa,2004-07-19,Resistant,Sensitive,B
Pnc_1693,USA,2017-04-28,Sensitive,Resistant,B
Pnc_1694,South Africa,2019-05-17,Resistant,Sensitive,A
Pnc_1695,USA,2020-10-17,Sensitive,Resistant,B
Pnc_1696,USA,2019-02-19,Sensitive,Resistant,B
Pnc_1697,USA,2016-11-15,Sensitive,Resistant,B
Pnc_1698,South Africa,2002-01-03,Resistant,Sensitive,A
Pnc_1699,USA,2002-05-27,Sensitive,Sensitive,B
Pnc_1700,USA,2010-05-16,Sensitive,Resistant,B
Pnc_1701,USA,2005-04-11,Sensitive,Resistant,A
Pnc_1702,USA,2020-04-30,Sensitive,Resistant,B
Pnc_1703,USA,2010-05-06,Sensitive,Sensitive,B
Pnc_1704,South Africa,2013-12-07,Sensitive,Sensitive,B
Pnc_1705,South Africa,2006-12-11,Resistant,Sensitive,B
Pnc_1706,South Africa,2013-05-15,Resistant,Sensitive,A
Pnc_1707,South Africa,2010-06-26,Resistant,Sensitive,A
Pnc_1708,South Africa,2008-09-23,Resistant,Resistant,B
Pnc_1709,USA,2008-01-23,Sensitive,Sensitive,A
Pnc_1710,South Africa,2003-05-11,Resistant,Sensitive,A
Pnc_1711,South Africa,2005-11-11,Resistant,Sensitive,A
Pnc_1712,USA,2007-04-13,Sensitive,Sensitive,B
Pnc_1713,South Africa,2007-10-28,Sensitive,Sensitive,B
Pnc_1714,USA,2018-01-04,Sensitive,Sensitive,B
Pnc_1715,South Africa,2009-11-16,Resistant,Sensitive,B
Pnc_1716,South Africa,2014-02-17,Sensitive,Sensitive,B
Pnc_1717,South Africa,2005-09-03,Sensitive,Sensitive,B
Pnc_1718,USA,2017-07-11,Sensitive,Resistant,B
Pnc_1719,USA,2003-09-23,Sensitive,Resistant,B
Pnc_1720,South Africa,2005-03-19,Sensitive,Sensitive,A
Pnc_1721,South Africa,2013-07-03,Resistant,Sensitive,B
Pnc_1722,South Africa,2005-05-17,Sensitive,Sensitive,A
Pnc_1723,USA,2004-04-09,Sensitive,Sensitive,B
Pnc_1724,South Africa,2006-03-21,Resistant,Resistant,A
Pnc_1725,USA,2001-01-28,Sensitive,Sensitive,B
Pnc_1726,USA,2014-03-21,Sensitive,Sensitive,B
Pnc_1727,USA,2011-07-09,Resistant,Resistant,B
Pnc_1728,USA,2017-02-11,Sensitive,Sensitive,B
Pnc_1729,South Africa,2002-12-27,Resistant,Sensitive,B
Pnc_1730,USA,2009-08-20,Sensitive,Sensitive,A
Pnc_1731,South Africa,2015-10-31,Resistant,Sensitive,B
Pnc_1732,USA,2012-01-05,Sensitive,Sensitive,B
Pnc_1733,South Africa,2010-11-02,Resistant,Sensitive,A
Pnc_1734,USA,2009-07-08,Sensitive,Resistant,B
Pnc_1735,USA,2009-01-28,Sensitive,Sensitive,B
Pnc_1736,South Africa,2000-12-04,Sensitive,Sensitive,B
Pnc_1737,USA,2013-03-21,Sensitive,Resistant,B
Pnc_1738,South Africa,2010-03-06,Resistant,Sensitive,B
Pnc_1739,USA,2005-01-18,Sensitive,Sensitive,B
Pnc_1740,USA,2001-09-16,Sensitive,Sensitive,B
Pnc_1741,USA,2015-05-26,Sensitive,Sensitive,B
Pnc_1742,South Africa,2019-04-03,Resistant,Sensitive,B
Pnc_1743,South Africa,2011-04-26,Sensitive,Sensitive,B
Pnc_1744,South Africa,2002-10-31,Resistant,Sensitive,B
Pnc_1745,South Africa,2018-08-27,Sensitive,Sensitive,A
Pnc_1746,South Africa,2009-06-20,Sensitive,Sensitive,B
Pnc_1747,South Africa,2015-07-14,Sensitive,Sensitive,A
Pnc_1748,South Africa,2001-05-09,Sensitive,Sensitive,B
Pnc_1749,USA,2011-09-10,Sensitive,Sensitive,B
Pnc_1750,South Africa,2007-09-30,Resistant,Sensitive,B
